ConstituentID,DisplayName,Nationality,Gender
24024,F.P.K.,,
34623,Robin Fletcher,,
8327,José Toirac,Cuban,Male
37818,Richard McGuire,American,Male
46175,Erin Shirreff,Canadian,Female
39,James Abbe,American,Male
32882,Carlo Naya,,
1935,Jean-Louis Forain,French,Male
48177,Paolo Garretto,Italian,
26954,Bayer Research Laboratories,German,
7404,Peggy Diggs,American,Female
43589,Garin Nugroho,Indonesian,Male
35529,Jöelle de la Casinière,French,Female
48895,Rafael Barradas,Uruguayan,Male
33473,Lech Majewski,Polish,Male
35426,Patty Chang,American,Female
2812,Robert Indiana,American,Male
3984,John Miller,American,Male
491,Berger (?),British,
39560,Will Wright,American,Male
46720,"Folkways Records, New York",,
38486,Barry Deck,American,Male
8143,Detlef Fiedler,German,Male
29209,Trapinex Sérigraphie-Offset,French,
44373,Jim Finn,American,Male
39772,Marguerite Humeau,French,Female
74019,Yonfan,Chinese,Male
1486,Jean Delville,Belgian,Male
24000,L. Horokh,,
24592,Paul Edmund Hahn,German,Male
8070,Charles Thurston Thompson,British,Male
12704,Natan Vengrov,,Male
5259,Laurence Scholder,American,Male
7441,Ross Lovegrove,British,Male
28817,Glenn Sorensen,Australian,Male
74697,Andrew Ethier,,Male
5641,Joseph Stella,American,Male
5573,Charles W. Springman,American,Male
6309,Stow Wengenroth,American,Male
7386,Warren Platner,American,Male
8418,Philippe Starck,French,Male
42753,Hellen Van Meene,Dutch,Female
1033,Vita Castro,Mexican,Female
3208,Vladimir Michailovich Konashevich,Russian,Male
3595,Adolph Loos,Austrian,Male
8197,Shahzia Sikander,Pakistani,Female
74117,Krunoslav Tonković,,
4436,Osawa Gakyù,Japanese,Male
42098,Michael Harris,American,Male
1721,Rita Eloul Letendre,Canadian,Female
7607,Marcel Kammerer,Austrian,Male
1975,Antonio Frasconi,American,Male
1991,Leonard French,Australian,Male
964,Aida Carballo,Argentine,Female
40336,Mimi Shevitz,,Female
46479,Francis Wolff,American,Male
773,Marilyn Bridges,American,Female
32372,Lisa Steele,Canadian,Female
44476,Occupy Design,,
42156,Song Tao,Chinese,
7606,Robert A. M. Stern,American,Male
75692,Delta 2 (Calvin Gonzales),American,Male
7085,Paul Castrucci,American,Male
6600,Berndt Kerkin,German,Male
49616,Hudinilson Jr.,Brazilian,Male
4897,Franco Ricci,Italian,Male
8524,Don Hogan Charles/The New York Times,American,Male
38729,Dani (Leventhal) ReStack,American,Female
12101,Niele Toroni,Swiss,Male
3842,Roberto Matta,Chilean,Male
43561,Bujar Alimani,Albanian,Male
29591,Elliott Hundley,American,Male
574,Roger Bissière,French,Male
23519,Vasyl' Iermilov,Russian,Male
43,Abe Shiro (pen Name: Suichiku),Japanese,Male
69832,Kid Congo Powers,American,
74045,Fronza Woods,American,Female
44352,Judd Apatow,American,Male
6583,Gilberto Zorio,Italian,Male
8501,Associated Press,,
4873,Milton Resnick,American,Male
22568,Ayse Birsel,Turkish,Female
1828,Philip Fein,American,Male
3578,Jean Locey,American,Female
10465,"Studio Luce, Italy",,
30869,Ecke Bonk,Egyptian,Male
2387,Klaas Gubbels,Dutch,Male
4013,Victor Mira,Spanish,Male
34870,Kyoko Michishita,Japanese,Female
5403,Mieko Shiomi,Japanese,Female
3238,William E. Krallman,American,Male
48107,Martel,,
2613,Joan Hernández Pijuan,Spanish,Male
44605,Akira Yasuda,Japanese,Male
1705,Lette Eisenhauer,American,Female
36,Eero Aarnio,Finnish,Male
2865,Max Jacob,French,Male
32064,Martin Boykan,,
30991,J. Abbott Miller,American,Male
69605,Anthony Chase,South African,Male
6700,Paul Renouard,Nationality unknown,Male
4606,Jean Piaubert,French,Male
10138,"Akari Associates, Long Island City, New York",American,
10326,"Diamond Plastic Box, Inc., Roanoke, VA",,
5955,Tokiyoshi Tsubouchi,Japanese,Male
38251,RCM di Bianco,,
3675,Wendy MacNeil,American,Female
9768,Raymond Loewy,American,Male
28211,"Plus Minus Zero Co., Ltd.",Japanese,
4940,Augusto Rivera,Colombian,Male
23526,Boeslav Tsybys,,Male
8292,Janine Antoni,Bahamian,Female
35435,Stephen Frears,British,Male
12124,Pavel Filonov,,Male
38013,Joan Semmel,American,Female
35850,Elias Hjörleifsson,Icelandic,
2551,Kirsten Hawthorne,American,Female
26816,"Idée (Kurosaki Trading Company), Japan",,
6202,M. Waddell,American,
717,Boutrou,French,
48793,"David Whitehead Ltd., U.K.",British,
45531,OpenEnded Group,,
53,Vito Acconci,American,Male
2669,Ludwig Hirschfeld-Mack,German,Male
8576,Arturo Mari/L'Osservatore Romano,Italian,Male
32791,Keith Arnatt,British,Male
1570,Stevan Dohanos,American,Male
229,Eugène Atget,French,Male
3732,Jack Manning,American,Male
67237,Jim McWilliams,,
3191,Oskar Kogoj,Yugoslav,Male
8349,Shirin Neshat,Iranian,Female
27059,"Yaktrax, Inc.",American,
740,Bill Brandt,British,Male
15382,W. Mehl,,
44593,Ricki Stern,American,
4753,Arthur Pulos,American,Male
40293,Hans Brockhage,German,Male
47318,Tomasz Lipiński,Polish,Male
47510,Eddie Ruscha,,
5577,Carlos Maria Miguel Squirru,Argentine,Male
27139,Heinrich Hoerle,German,Male
40994,Beauford Delaney,American,Male
19497,Forrest Myers,American,Male
6577,Richard Zoellner,American,Male
8651,Matthias Hoch,German,Male
30493,Wilson A. Bentley,American,Male
4046,Jean Mohler,French,Male
35525,Jean-Baptiste Mondino,French,Male
43613,Antonio Nuic,,Male
45093,"School of Architecture, Catholic University of Valparaiso",,
74153,Elizaveta Lavinskaia,Russian,
50040,Ray-Ban,American,
531,Harry Bertoia,American,Male
32825,Nalini Malani,Indian,Female
8886,J. Sawade,,
5054,Kosti Ruohomaa,American,
2839,Robert Israel,American,Male
4617,Otto Piene,German,Male
63418,"Porsche AG, Stuttgart, Germany",German,
3587,Richard Paul Lohse,Swiss,Male
35912,Rita Myers,American,Female
11046,"Dansk Polyether Industri, Denmark",,
49821,Hervé Di Rosa,French,
7881,Martha Keller,American,Female
39513,Kerry Tribe,American,Female
10916,"Kanematsu Ind. Co. Ltd., Gifu Ken, Japan",,
29032,Byron Qually,South African,
129,Harold Altman,American,Male
2423,Renato Guttuso,Italian,Male
7639,Ellen Gallagher,American,Female
28758,Ara Peterson,American,Male
4153,Robert Müller,Swiss,Male
4694,Lyubov Popova,Russian,Female
9194,"Herman Miller Furniture Co., Zeeland, MI",,
1733,Pieter Engels,Dutch,Male
1199,Greg Colson,American,Male
12650,Iraklii Gamrekeli,Georgian,Male
2347,Peter Grippe,American,Male
41946,Tom Golden,,Male
467,Niels Sylvester Bendtsen,Danish,Male
1039,Patrick Caulfield,British,Male
5058,Ker-Xavier Roussel,French,Male
69822,Eamon Ore-Giron,American,
42478,Anna Persiani,,Female
3635,Jorge Guillermo Luna Ercilla,Argentine,Male
5463,Finn Sködt,Danish,Male
32621,Leslie Hewitt,American,Female
8473,Janet Cardiff,Canadian,Female
23529,Vasilii Katanian,,Male
6539,Wojciech Zamecznik,Polish,Male
39325,Marc Bauer,Swiss,
23857,Vera Pestel,,Female
9461,"Heller, New York, NY",,
9961,"Riverside China, Riverside, CA",,
8652,Curt Richter,American,Male
3605,Lortz,German,
4249,Otto Nebel,German,Male
956,Robert Capa,American,Male
36090,Feng Mengbo,Chinese,Male
19667,Joseph De Pace,American,Male
3213,Willem de Kooning,American,Male
49722,Esther Regelson,American,Female
1477,Tony DeLap,American,Male
5181,Antonio Saura,Spanish,Male
8002,Paul Schudel,Dutch,Male
9529,"Chas. D. Briddell, Inc., Crisfield, MD",,
6356,Metall-Arbeit Wiener Werkstätte,Austrian,
3788,Charles Martin,American,Male
74774,Vyacheslav Petrenko,Russian,Male
23750,N. S. Shikalov,,
7450,Jean Nouvel,French,Male
2591,Geoffrey Hendricks,American,Male
48790,Barbara Brown,British,Female
6630,Bern Porter,American,Male
4518,Angelo Patin,Italian,Male
48089,F. Palacios,Puerto Rican,
37617,Igor Kopystiansky,American,Male
28820,Frances Stark,American,Female
4318,Tetsuya Noda,Japanese,Male
68309,Pera,,
6746,Robert Beaven,American,Male
9,David Aronson,American,Male
4097,Andreas Moritz,German,Male
3652,Nathan Lyons,American,Male
50084,Niko Kralj,Slovenian,Male
3130,Paul Klee,German,Male
26145,Robert James Leonetti,American,Male
27457,"GUBI, Copenhagen, Denmark",,
5595,Jan Staller,American,Male
7920,Maria Serebriakova,Russian,Female
5643,Varvara Stepanova,Russian,Female
659,Rodolfo Bonetto,Italian,Male
10779,René d'Harnoncourt,American,Male
46878,Kathy Slade,,
1642,John Duff,American,Male
1953,Foster Associates,British,
48932,Burt Payne 3,,
46028,Lodge Kerrigan,American,Male
3832,Henri Matisse,French,Male
8043,Ugo Rondinone,Swiss,Male
1424,José De Creeft,American,Male
35622,Shoichiro Azuma,Japanese,Male
33156,Jonathan Harris,American,Male
20731,"Hope (Sufferance) Press, London",,
46144,Stephen Malinowski,American,Male
28148,"molo design, ltd., vancouver, canada",,
8376,Yakov Ruklevsky,Russian,Male
49121,Tsibi Geva,Israeli,Male
23778,Iosef Chaikov,,Male
74676,Keith Johnson,,Male
578,Arnold Bittleman,American,Male
1764,Richard Estes,American,Male
41707,Bruce Baillie,American,Male
47236,Michael Ross,,Male
2694,Josef Hoffmann,Austrian,Male
49573,Ian Cheng,American,Male
48086,David Goitia,Puerto Rican,Male
45221,Xian Yeagan,,
12639,Iliazd (Il'ia Zdanevich),,Male
4316,Marcello Nizzoli,Italian,Male
24144,Boris Voronetskii,,Male
23933,Beno Gordeziani,,Male
10815,"Fibre Metal Products Company, Concordville, PA",,
48040,Paul Richard Ayre Jaschke,Canadian,Male
1910,Henry G. Flannery,American,Male
9777,"Amefa Alpeldoornse, Apeldoorne, The Netherlands",,
5816,Jack Taylor,American,Male
24230,Nikolai Il'in,,Male
34945,Rudi Dolezal,Austrian,Male
9726,"Robert Barber, Inc., New York, NY",,
23446,Georgii Zolotukhin,,Male
47090,Benjamin Bauer,American,Male
9755,"Toray Industries, Inc., Tokyo",Japanese,
2913,Jess,American,Male
23766,Aleksandr Arnshtam,,Male
7348,Joel Robinson,American,Male
1311,Allan Rohan Crite,American,Male
1556,Juan Carlos Distéfano,Argentine,Male
10171,"Jenaer Glaswerk Schott & Gen., Mainz, Germany",,
8479,Beatriz Milhazes,Brazilian,Female
6201,Konrad Wachsmann,American,Male
1586,Seena Donneson,American,Female
23350,"AB Gustavsberg, Sweden",Swedish,
1235,Hans Coper,British,Male
36511,Shay Alkalay,Israeli,Male
1099,Judy Chicago,American,Female
48014,Eduardo Munoz Bachs,Cuban,Male
3724,Sylvia Plimack Mangold,American,Female
39562,Zach Adams,American,Male
10584,"OSRAM GmbH, Munich",,
160,Karin Schou Andersen,Danish,Female
32990,Interactive Telecommunications Program,American,
2198,Domenico Gnoli,Italian,Male
4537,Paolo Pedrizzetti,Italian,Male
5879,Joe Tilson,British,Male
8176,Garciella Torre,Spanish,Female
2753,Toni Hughes,American,Female
32739,David Flores,American,
3226,Lewis Kostiner,American,Male
30894,Dezentrale Medien,,
5174,Key Sato,Japanese,Male
67735,Lucy Jones,Welsh,Female
22894,Affonso Eduardo Reidy,Brazilian,Male
28680,John Kleckner,American,Male
69266,Richard Malone,Irish,Male
46824,Richard Mulligan,American,Male
4258,Joan Nelson,American,Female
5025,Stephan Rosenthal,American,Male
4015,Mirko,Italian,
3918,Georges Méliès,French,Male
7044,Junichi Arai,Japanese,Male
23947,Sergei Pozharskii,,Male
10921,"Carlo Moretti, s.n.c., Venice",,
611,Sandra Blow,British,Female
3699,Lucien Mainssieux,French,Male
2521,Marsden Hartley,American,Male
2735,Eikoh Hosoe,Japanese,Male
5020,Walter Rosenblum,American,Male
6221,Sandy Walker,American,Female
6308,Jack Welpott,American,Male
69644,Daniel González,Venezuelan,Male
9917,"Louisville Tackle Co., Louisville, KY",American,
6907,Tadaaki Kuwayama,Japanese,Male
24427,Edmund Collein,German,Male
6453,Troels Wörsel,Danish,Male
946,Antonio Cañavate Gómez,Spanish,Male
2111,Rupprecht Geiger,German,Male
37984,Fritz Judtmann,German,Male
35543,Klaudia Kemper,Chilean,Female
35482,Dimitrije Martinovic,Yugoslav,Male
43534,Miguel Gomes,Portuguese,Male
7005,Matthew Barney,American,Male
34888,Paul Ryan,American,Male
5892,Francisco Toledo,Mexican,Male
32719,"Kidrobot, New York",,
6513,Naoki Yoshimoto,Japanese,Male
9160,Unknown American Manufacturer,American,
33445,Elmer Bernstein,American,Male
7540,Stuart Brisley,British,Male
68316,Bill Wilson,,
4773,Luis Quintanilla,Spanish,Male
8055,Taniguchi & Associates,Japanese,
2531,Jan Hashey,American,Female
36926,Louis-Joseph Deflube,French,Male
6003,Ulla af Ugglas,Swedish,Female
49426,Henry Fuermann and Sons Photography Company,,
2776,Luchita Hurtado,Mexican,Female
38039,Bob Peterson,American,Male
10792,"Velca, Milan",,
22753,"Richard Meier & Partners, Architects",,
35512,R.E.M.,,
2633,Hideshima Yukio,Japanese,Male
9502,"Artek-Pascoe, Inc., New York, NY",,
32741,Kenzo Minami,Japanese,Male
23421,Christina Ramberg,American,Female
5287,Robin Schwartz,American,Female
37485,Tuan Andrew Nguyen,American,Male
28687,Friedrich Kunath,German,Male
7000,Francois Deschamps,American,Male
2584,Riva Helfond,American,Female
43532,Manoel de Oliveira,Portuguese,
37546,Martha Colburn,American,Female
38456,"Brown Manufacturing Company, Decatur, GA",,
3557,Francesca Lindh,Finnish,Female
74689,Steve Foust,,Male
2960,Reuben Kadish,American,Male
1086,Bernard Cheese,British,Male
3776,Jyrki Markkanen,Finnish,
113,Leopoldo and Guiseppe Alinari,Italian,
3648,George Platt Lynes,American,Male
27993,"Sam Medical Products, a division of The Seaberg Company, Inc.",American,
2308,Michael Graves,American,Male
8447,Arthur S. Mole,American,Male
43080,Paolo Lionni,,
3085,Hubert Kiecol,German,Male
26978,"Chupa Chups S.A., Spain",,
8413,Günter Zamp Kelp,Austrian,Male
8267,Dinos Chapman,British,Male
5693,Oskar Strnad,Austrian,Male
35564,Elsa Stansfield,Scottish,Female
29725,SANAA,,
29580,Douglas Kolk,American,Male
1359,Walter Dahn,German,Male
1336,William R. Current,American,Male
8298,Ken Miller,American,Male
9300,"Iittala, New York, NY",,
4243,Bruce Nauman,American,Male
38194,Sister Sheila Flynn,British,Female
1583,Don Donaghy,American,Male
10105,Hutzler Manufacturing Co.,American,
48101,Hiroshi Kawatu,,
41716,Wheeler Winston Dixon,American,Male
49177,Matt Frewer,Canadian,Male
30,Sergio Asti,Italian,Male
42442,DoDo Jin Ming,Chinese,Female
7249,Alice von Pechmann,American,Female
68315,Helmut Rywelski,,
32945,Bruce McClain,Scottish,
36116,Rudolf Baschant,German,Male
30954,Helmut Kandl,Austrian,Male
5418,Siegriest,American,
26521,Louis Séeberger (Séeberger Frères),French,Male
43597,Rajesh Shera,Indian,Male
28629,Amy Gartrell,American,Female
1163,Chema Cobo,Spanish,Male
10935,"Sonic Sports, Inc., Los Angeles, CA",,
42743,Thompson,,
39233,Max Weisel,American,Male
37940,Aleksander Borgenhov,Norwegian,Male
2549,Markus Hawlik,German,Male
48662,Rita McBride,American,Female
74933,Rasheed Araeen,Pakistani,Male
23353,Georgii Iakulov,,Male
6135,André Verlon,Austrian,Male
556,Aenne Biermann,German,Female
12601,Hans Sahl,German,Male
33739,Jean Chetaille,,
41490,Aleksandr Sokurov,Russian,Male
7448,Rodolfo Bretzel,Italian,Male
36981,Daniel Gordon,American,Male
1134,John Clem Clarke,American,Male
43751,Urbanski,,
47922,Claude Parent,French,Male
40432,Reinhard Kropf,Austrian,Male
8515,British Official Radiophoto/The New York Times,,
68313,Peter O. Chotjewitz,,
41345,Kader Attia,French,Male
5700,Wladyslaw Strzemiński,Polish,Male
26613,Clint Eastwood,American,Male
28553,Chris Ballantyne,American,Male
742,Robert Brandwein,American,Male
1302,Leon Cremière,French,Male
8411,Kevin Dwyer,American,Male
47064,G Ateliers Architecture,,
29623,Leonor Caraballo,Argentine,Female
74006,Paul Magès,French,Male
31280,Hayao Miyazaki,Japanese,Male
48043,Joseph Schwartz,American,Male
2678,David Hockney,British,Male
46283,Leslie Thornton,British,Male
47252,Walter Jule,Canadian,Male
28168,Lionel Theodore Dean,British,Male
5187,Robert Savoie,Nationality unknown,Male
32360,David O. Russell,American,Male
26,Göran Åslin,Swedish,
6689,A. Giraldon,Nationality unknown,
30223,Scott King,British,Male
68021,Lee Kit,Chinese,Male
42724,Alexander Olch,American,Male
1601,Gianni Dova,Italian,Male
34784,Trisha Brown,American,Female
28546,Ryoko Aoki,Japanese,Female
10999,"Tri-State Plastic Molding Co., Henderson, KY",American,
47688,The Poetics,,
34904,Sandy McLeod,,Female
4466,Homer Page,American,Male
42064,Alfred Caldwell,American,Male
39841,caraballo-farman,,
321,Colette Bangert,American,Female
3445,Dick Lebowitz,American,Male
31306,Robert McChesney,,Male
3235,Joyce Kozloff,American,Female
22735,Christopher Chimera,,Male
46065,Denis Villeneuve,Canadian,Male
48209,Slobodan Tadić,,
32305,Spike Lee,American,Male
3437,Alun Leach-Jones,British,Male
40207,Damián Ortega,Mexican,Male
46844,The Command All-Stars,,
10982,"VLSI Technology, Inc., San Jose, CA",American,
69920,Hansjörg Gisiger,Swiss,Male
9197,"Vortice Elettrosociali, S.p.A., Italy",,
3705,Shoichi Makino,Japanese,Male
35468,Claudia Von Alemann,German,Female
67328,Jonathan Quinn,American,Male
74051,S. Pearl Sharp,American,Female
711,Fergus Bourke,Irish,Male
48768,David Zahle,,Male
32321,Joseph L. Mankiewicz,American,Male
10144,"Thyco Electrical Products, Inc., Los Angeles",,
546,Pamela Bianco,American,Female
38149,F. Ernest Jackson,British,Male
45391,Michael Williams,American,Male
23044,Studio Gruppo 14,Italian,
23418,Richard Lulo,American,Male
5795,Rufino Tamayo,Mexican,Male
34310,William J. Russell,American,Male
46858,Bob Byington,American,Male
39306,Julien Devaux,Belgian,Male
6782,Roberto Donis,Mexican,Male
34853,Jane Veeder,American,Female
5843,Bob Thall,American,Male
34902,Sadie Benning,American,
5544,Louis Soutter,Swiss,Male
35983,Metalarte,,
5939,David Trowbridge,American,Male
11033,"Rudolph de Harak Industrial Design, Inc., New York, NY",,
28075,Bernard William Hanning,British,
5051,Paul Rotterdam,American,Male
24227,A. Karra,,
68043,Uglješa Bogunović,,
7605,Emil Hoppe,Austrian,Male
47077,Philip Walton,American,Male
10696,"Belgian International Carpet, Belgium",,
42344,Carlos Raúl Villanueva,Venezuelan,Male
48908,Marcel Jancou,Romanian,
48461,Alvin Baltrop,American,Male
70,Jankel Adler,Polish,Male
11190,"Tropi-Cal Company, Los Angeles, CA (now Fong Brothers Company, Los Angeles, CA)",,
5369,Ted Shaine,American,Male
9557,"Mardigian Corp., Detroit, MI",,
3841,Matsushita Electric Corp.,Japanese,
45932,Jo Sung-hee,Korean,Male
275,Karl Baden,American,Male
1876,Aaron Fink,American,Male
46291,David Bellingham,,
31904,Edward Warren,American,Male
8023,Doug Olson,American,Male
5957,Hajime Tsuchisaki,Japanese,Male
47567,Oren Moverman,American,Male
42731,James Benning,American,Male
44323,Al Loving,American,Male
39642,Didier Vermeiren,Belgian,male
41569,Jan Sanders,,
3200,Stanislav Kolibal,Czech,Male
30306,Ivana Keser,Croatian,Female
7264,Unknown Designer,Austrian,
1225,George Constant,American,Male
32658,Rolf Harder & Associates Inc.,,
6991,John Murray,British,Male
1902,Floyd Fitzpatrick,American,Male
5200,Christian Schad,German,Male
6787,Mercedes Pardo,Venezuelan,Female
32246,Masaki Fujihata,Japanese,Male
47134,Igildo Biesele,Swiss,Male
1779,Henri Evenepoel,French,Male
28684,Terence Koh,Canadian,Male
1798,Louis Fancher,American,Male
4965,Walter Robinson,American,Male
28174,Ward Shelley,American,Male
808,Kathan Brown,American,Female
42712,Maurice Pialat,French,Male
40434,Elektrisk Bureau,,
22683,Iran do Espírito Santo,Brazilian,Male
46423,Stefan Diez,German,Male
42616,Carlos Herrera,Venezuelan,Male
131786,Reklam-Konstruktor (Advertising Constructor) Agency,,
4449,Otto & Fiere,French,
46777,Pictorial Productions,,
10365,"Bear Archery Company, Grayling, MI",,
2363,Arnold Gross,Hungarian,Male
30854,Isabelle Arthuis,Belgian,Female
46780,Harvest Records,,
2413,Yakov Guminer,Russian,Male
35409,Jarbes Lopes,Brazilian,Male
8445,Margherita Manzelli,Italian,Female
7177,Carrie Mae Weems,American,Female
1453,Captain William de Wiveleslie Abney,British,Male
28779,Matthew Ronay,American,Male
43607,Teresa Prata,Portuguese,Female
7867,Bertien van Manen,Dutch,Female
464,Adolf Benca,American,Male
2660,K. Hinterberger,German,
12604,André Verdet,French,Male
67843,Studio R+M,,
9554,"Crayonne Ltd., Sudbury-on-Thames, England",,
6967,Kisho Kurokawa,Japanese,Male
69493,Monika Correa,Indian,Female
31316,Armand Mevis,Dutch,Male
5132,Auguste Salzmann,French,Male
68329,Danny Hillis,American,Male
7703,Margaret Moulton,American,Female
37365,Baz Luhrmann,Australian,Male
34807,Pierre Binggeli,,
28857,T.J. Wilcox,American,Male
6792,Jordi Secall Roure,Spanish,Male
42746,Melo,,
7716,Paul Vanderbilt,American,Male
22837,Julien Monfort,French,Male
3420,Ernest Lawton (?),British,Male
26841,Poul Christiansen,Danish,
99,Joan Albert,American,Female
11200,"Baltensweilder, Ebikon, Switzerland",,
6914,Bruce Gilden,American,Male
7590,Studio Tetrarc,Italian,
3951,George Meunier,French,Male
34873,Mark Magill,American,Male
2925,Daniel LaRue Johnson,American,Male
32268,James Herbert,American,Male
41593,Sara Petty,,Female
8621,J.C.P. Skottowe/Times Wide World Photos,American,Male
5108,Rolf Sackenheim,German,Male
4866,Albert Renger-Patzsch,German,Male
9431,"OWO (now XO), Brie-Comte-Robert, France",,
716,Henri Boutet,French,Male
7494,Sue Williams,American,Female
47361,Sam Suliman,,Male
6389,Michael Wilson,American,Male
10924,"United States Glass Co., Tiffin, OH",,
41758,Iván Hevesy,Hungarian,Male
3035,Jerry Kearns,American,Male
37181,Laurel Nakadate,American,Female
800,Wendell Brooks,American,Male
5962,Toba Tucker,American,Female
3210,Kasper König,German,Male
24893,"Volkswagenwerk AG, Wolfsburg, West Germany",,
7714,Graham Smith,British,Male
67667,Steve Kahn,American,male
22575,"Société Bic, France",,
28879,Michelle Segre,American,Female
39662,Michael Buthe,German,Male
284,Myrna Báez,American,Female
978,Natacha Carlu,Nationality unknown,Female
3797,Ezio Martinelli,American,Male
43105,François Truffaut,French,Male
1218,Robert Conover,American,Male
5326,Seikino Junichiro,Japanese,Male
5487,Kimber Smith,American,Male
25581,Jonathan Hammer,American,Male
7491,Simon Patterson,British,Male
22558,"Haworth Inc., USA",,
39943,Ray Yoshida,American,Male
69598,Albert Serra,Spanish,Male
28836,Hayley Tompkins,Scottish,Female
6191,Wolf Vostell,German,Male
41202,Wladislav Skotarek,Polish,
27032,Edwin Moore,American,Male
8452,Jockum Nordström,Swedish,Male
10066,"Allan Adler Handwrought Silver, Hollywood, CA",American,
32586,Vladimir Shukhov,Russian,Male
47803,Tone Deaf,,
41681,Wilfred Jackson,American,Male
28078,NOAQ Flood Protection AB,Swedish,
6429,Grete Wolf-Krakauer,Israeli,Female
3564,Peter Lipman-Wulf,American,Male
7277,Alberto Meda,Italian,Male
69642,Nicolas Party,Swiss,Male
260,Umetaro Azechi,Japanese,Male
3078,Bhupen P. Khakhar,Indian,Male
68373,Les Ateliers Pinton Frères,French,
490,Stephen Lynn Berens,American,Male
4206,Nagwaraba,Australian,Male
43443,Marx Aviano,,
48277,Frank Hinder,Australian,Male
41898,Michael Caton-Jones,Scottish,Male
7213,Roberto Ubaldi,Italian,Male
32202,Shirley Clarke,American,Female
4908,Hans Richter,American,Male
47813,Kicking Giant,,
932,Julia Margaret Cameron,British,Female
41764,Augusto,Spanish,
31876,Eddie Dillon,American,Male
6414,Benno Wissing,Dutch,Male
2726,Edward Hopper,American,Male
49660,Earl Rennison,American,Male
31311,get to attack,,
22590,"Radice Snc, Italy",,
28583,Jonathan Callan,British,Male
22845,Renzo Piano Building Workshop,Italian,
131354,Nicolaas van de Vecht,Dutch,Male
47328,Simon Posthuma,Dutch,Male
8307,Dagoberto Rodriguez,Cuban,Male
34939,Steve Barron,,Male
9611,"R.A. Frederick Co., United States",American,
4268,Walter Von Nessen,American,Male
7036,Barbara Jaffe,American,Female
4660,Alfred Pohl,German,Male
48188,Phu Nam,Vietnamese,Male
28787,Sam Salisbury,American,Male
4992,John C. Rogers,Nationality unknown,Male
1789,Charles Fahlen,American,Male
2465,Nigel Hall,British,Male
3280,Rainer Kuchenmeister,,Male
35430,Joshua Marston,American,Male
30997,Christian Philipp Müller,Swiss,Male
8278,Michael Joo,American,Male
10247,"Vollrath Co., Sheboygan, WI",American,
9168,"Alfred H. Barr, Jr.",American,Male
35086,Margaret E. Knight,American,Female
46772,Conte Candoli,American,Male
2938,Charles Jongejans,Dutch,Male
30660,Artur Zmijewski,Polish,Male
10118,"Federal Tool Co., Inc., Springfield, MA",American,
33113,Studio Libertiny,,
7095,Miguel Piñero,American,Male
15146,Issacher Ber Ryback,,Male
3894,George McNeil,American,Male
66286,Thomas Shannon,American,
4869,Pierre-Auguste Renoir,French,Male
8836,Juan Herreros,Spanish,Male
10374,Fratelli Grivel (now Grivel S.r.l.),Italian,
6751,Jerrold Maddox,Nationality unknown,Male
49860,Stanko Kristl,,
7076,Mike Salisbury,American,Male
10385,"Head Ski Co., Timonium, MD",,
5302,Tim Scott,British,Male
6230,Edward Wallowitch,American,Male
25842,"Eileen Gray Workshop, Paris, France",,
35485,Doug Hall,American,Male
1201,Alvin Colt,American,Male
5270,Lothar Schreyer,German,Male
37484,Phu-Nam Thuc Ha,Vietnamese,
3262,Leon Kroll,American,Male
7978,Georgi Zelma,Russian,Male
30851,Ruth Anderwald,Austrian,Female
1855,Justino Fernández,Mexican,Male
39128,Ayah Bdeir,Lebanese,Female
57,Henri Georges Adam,French,Male
48235,Geschäftsstelle des Bürger-Rates von Groß-Berlin,,
41451,Jesus Barraza,,Male
40735,Tancrède Synave,French,Male
47785,Germs,,
48057,Dayanita Singh,Indian,Female
28216,Nomathemba Tana,South African,Female
32273,John Huston,American,Male
7434,Bureau,American,
43709,Lizzie Fitch,American,Female
19238,Tim Rollins,American,Male
74726,Zoran Bakić,,
10643,"Sambonet S.p.A., Vercelli, Italy",,
3267,Harry van Kruiningen,Dutch,Male
28712,Kim McCarty,American,Female
49585,Miguel Rio Branco,Brazilian,Male
6893,Zofia Rydet,Polish,Female
36727,Karl Jacob Hirsch,German,Male
36443,Daniel Rowen,American,Male
4335,John Warner Norton,American,Male
24173,V. A. Horovyts,,
6197,Jean Vylen,Nationality unknown,Male
2769,Richard Hunt,American,Male
3406,Clarence John Laughlin,American,Male
8121,Julia Jacquette,American,Female
5859,Francis Thompson,American,Male
45012,Alvin Lucier,,Male
4744,Patrick Procktor,British,Male
8408,Kurt Wenzel,Danish,Male
28789,Yehudit Sasportas,Israeli,Female
8251,František Kalivoda,Czech,Male
37006,Peter Moore,American,Male
1401,Alan Davie,British,Male
18543,Bernardo Bertolucci,Italian,Male
6087,Wim van Stek,Dutch,Male
32443,David Williams,,
6025,Unkn Graph Art/des - Russian,Russian,
28609,Steve DiBenedetto,American,Male
68258,Przemysław Kwiek,Polish,Male
3962,Duane Michals,American,Male
49487,Gianni Amelio,Italian,Male
2758,Valentine Hugo,French,Female
3588,Alfred Lombard,French,Male
28793,Jörg Schlick,Austrian,Male
857,Felix Buhot,French,Male
28843,Jean-Luc Verna,French,Male
6240,Nicolaas (Sophie Warburg) Warb,Dutch,Female
3367,Stanley Landsman,American,Male
3458,Theyre Lee-Elliott,British,Male
3531,Jay Leyda,American,Male
